# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.6.4

acopper.name, string, 8018C2A7375BC2A761E29C94204162696C697461746FC2A7375D
eore._xedo_, long, 0000000000000000
fly::<player>, boolean, 00
fly::<player>::status, string, 8005C2A7634E6F
fly::_eryka_, boolean, 00
fly::_xedo_, boolean, 01
fly::_xedo_::status, string, 8006C2A76153C3AC
fly::andr3wontilt, boolean, 00
fly::andr3wontilt::status, string, 8005C2A7634E6F
fly::eryka00, boolean, 01
fly::xedoit, boolean, 00
fly::xedoit::status, string, 8005C2A7634E6F
food::<player>, long, 0000000000000000
food::<player>::apple, long, 0000000000000000
food::<player>::baked_potato, long, 0000000000000000
food::<player>::beef, long, 0000000000000000
food::<player>::beetroot, long, 0000000000000000
food::<player>::beetroot_soup, long, 0000000000000000
food::<player>::bread, long, 0000000000000000
food::<player>::cake, long, 0000000000000000
food::<player>::carrot, long, 0000000000000000
food::<player>::chicken, long, 0000000000000000
food::<player>::chorus_fruit, long, 0000000000000000
food::<player>::cod, long, 0000000000000000
food::<player>::cooked_beef, long, 0000000000000000
food::<player>::cooked_chicken, long, 0000000000000000
food::<player>::cooked_cod, long, 0000000000000000
food::<player>::cooked_mutton, long, 0000000000000000
food::<player>::cooked_porkchop, long, 0000000000000000
food::<player>::cooked_rabbit, long, 0000000000000000
food::<player>::cooked_salmon, long, 0000000000000000
food::<player>::cookie, long, 0000000000000000
food::<player>::dried_kelp, long, 0000000000000000
food::<player>::enchanted_golden_apple, long, 0000000000000000
food::<player>::glow_berries, long, 0000000000000000
food::<player>::golden_apple, long, 0000000000000000
food::<player>::golden_carrot, long, 0000000000000000
food::<player>::honey_bottle, long, 0000000000000000
food::<player>::melon_slice, long, 0000000000000000
food::<player>::milk_bucket, long, 0000000000000000
food::<player>::mushroom_stew, long, 0000000000000000
food::<player>::mutton, long, 0000000000000000
food::<player>::poisonous_potato, long, 0000000000000000
food::<player>::porkchop, long, 0000000000000000
food::<player>::potato, long, 0000000000000000
food::<player>::pufferfish, long, 0000000000000000
food::<player>::pumpkin_pie, long, 0000000000000000
food::<player>::rabbit, long, 0000000000000000
food::<player>::rabbit_stew, long, 0000000000000000
food::<player>::salmon, long, 0000000000000000
food::<player>::suspicious_stew, long, 0000000000000000
food::<player>::sweet_berries, long, 0000000000000000
gm::_xedo_::status, string, 800BC2A7664372656174697661
gm::andr3wontilt::status, string, 800BC2A7664372656174697661
gm::xedoit::status, string, 8010C2A766536F70726176766976656E7A61
god::<player>, boolean, 00
god::<player>::status, string, 8005C2A7634E6F
god::_xedo_, boolean, 00
god::_xedo_::status, string, 8005C2A7634E6F
god::andr3wontilt, boolean, 00
god::andr3wontilt::status, string, 8005C2A7634E6F
god::xedoit, boolean, 00
god::xedoit::status, string, 8005C2A7634E6F
gold_amount_mined_in_x_sec, long, 000000000000000F
gore._eryka_, long, 0000000000000000
gore._xedo_, long, 0000000000000002
hours, long, 0000000000000002
hours::_xedo_::archive, long, 0000000000000004
hours::andr3wontilt, long, 0000000000000000
inv::_xedo_::1, itemstack, 810576616C756520808F76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20333231380A2020747970653A204449414D4F4E445F53574F52440A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A2020202044616D6167653A203637360A
inv::_xedo_::2, itemstack, 810576616C756520808476616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20333231380A2020747970653A20424F570A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A2020202044616D6167653A2033390A
inv::_xedo_::3, itemstack, 810576616C756520808E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20333231380A2020747970653A2049524F4E5F5049434B4158450A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A2020202044616D6167653A203138320A
inv::_xedo_::4, itemstack, 810576616C756520805776616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20333231380A2020747970653A20434F4F4B45445F424545460A2020616D6F756E743A2031340A
inv::_xedo_::5, itemstack, 810576616C756520805176616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20333231380A2020747970653A20544F5243480A2020616D6F756E743A2033360A
inv::_xedo_::6, itemstack, 810576616C756520816676616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20333231380A2020747970653A204E45544845525F535441520A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A20202020646973706C61792D6E616D653A20277B226578747261223A5B7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A66616C73652C226F626675736361746564223A66616C73652C22636F6C6F72223A2279656C6C6F77222C2274657874223A2250726F66696C6F0A202020202020534D5020227D2C7B226974616C6963223A66616C73652C22636F6C6F72223A2267726179222C2274657874223A2228436C69636B2064657374726F29227D5D2C2274657874223A22227D270A
inv::_xedo_::7, itemstack, 810576616C756520805176616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20333231380A2020747970653A204152524F570A2020616D6F756E743A2034380A
inv::_xedo_::8, itemstack, 810576616C756520805176616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20333231380A2020747970653A2042524541440A2020616D6F756E743A2032300A
inv::_xedo_::9, itemstack, 810576616C756520808F76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20333231380A2020747970653A204E45544845524954455F53574F52440A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A2020202044616D6167653A20330A
inv::_xedo_::10, itemstack, 810576616C756520805076616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20333231380A2020747970653A2053414E440A2020616D6F756E743A2031380A
inv::_xedo_::11, itemstack, 810576616C756520809F76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20333231380A2020747970653A2049524F4E5F424F4F54530A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A202020207265706169722D636F73743A20310A2020202044616D6167653A203131370A
inv::_xedo_::12, itemstack, 810576616C756520804B76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20333231380A2020747970653A2057415445525F4255434B45540A
inv::_xedo_::13, itemstack, 810576616C756520805176616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20333231380A2020747970653A20535449434B0A2020616D6F756E743A2032350A
inv::_xedo_::14, itemstack, 810576616C756520804B76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20333231380A2020747970653A20434F505045525F494E474F540A
inv::_xedo_::15, itemstack, 810576616C756520804F76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20333231380A2020747970653A20424F4E450A2020616D6F756E743A20320A
inv::_xedo_::16, itemstack, 810576616C756520804B76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20333231380A2020747970653A20474F4C44454E5F424F4F54530A
inv::_xedo_::17, itemstack, 810576616C756520805176616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20333231380A2020747970653A20544F5243480A2020616D6F756E743A2036340A
inv::_xedo_::18, itemstack, 810576616C756520805276616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20333231380A2020747970653A204C4541544845520A2020616D6F756E743A20340A
inv::xedoit::1, itemstack, 810576616C756520808F76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20333231380A2020747970653A204E45544845524954455F53574F52440A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A2020202044616D6167653A20330A
inv::xedoit::2, itemstack, 810576616C756520816676616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20333231380A2020747970653A204E45544845525F535441520A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A20202020646973706C61792D6E616D653A20277B226578747261223A5B7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A66616C73652C226F626675736361746564223A66616C73652C22636F6C6F72223A2279656C6C6F77222C2274657874223A2250726F66696C6F0A202020202020534D5020227D2C7B226974616C6963223A66616C73652C22636F6C6F72223A2267726179222C2274657874223A2228436C69636B2064657374726F29227D5D2C2274657874223A22227D270A
inv::xedoit::3, itemstack, 810576616C756520894B76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20333231380A2020747970653A204C4541544845525F424F4F54530A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A204C4541544845525F41524D4F520A20202020646973706C61792D6E616D653A20277B226578747261223A5B7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A66616C73652C226F626675736361746564223A66616C73652C22636F6C6F72223A227768697465222C2274657874223A2253746976616C690A20202020202064692063756F696F2028726F74746929227D5D2C2274657874223A22227D270A202020206C6F72653A0A202020202D20277B226578747261223A5B7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A66616C73652C226F626675736361746564223A66616C73652C22636F6C6F72223A2267726179222C2274657874223A225175657374690A20202020202073746976616C6920736F6E6F20726F7474692065206E6F6E227D5D2C2274657874223A22227D270A202020202D20277B226578747261223A5B7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A66616C73652C226F626675736361746564223A66616C73652C22636F6C6F72223A2267726179222C2274657874223A22706F73736F6E6F0A2020202020206573736572652075736174692C2070657274616E746F2C206E6F6E227D5D2C2274657874223A22227D270A202020202D20277B226578747261223A5B7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A66616C73652C226F626675736361746564223A66616C73652C22636F6C6F72223A2267726179222C2274657874223A2274690A202020202020666F726E6972616E6E6F20616C63756E612070726F74657A696F6E652E227D5D2C2274657874223A22227D270A202020202D20277B226578747261223A5B7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A66616C73652C226F626675736361746564223A66616C73652C22636F6C6F72223A2267726179222C2274657874223A2253650A20202020202076756F69206D616767696F72652070726F74657A696F6E652C207469227D5D2C2274657874223A22227D270A202020202D20277B226578747261223A5B7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A66616C73652C226F626675736361746564223A66616C73652C22636F6C6F72223A2267726179222C2274657874223A22636F6E7369676C696F0A2020202020206469206275747461726C69206520646920637265617274656E65227D5D2C2274657874223A22227D270A202020202D20277B226578747261223A5B7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A66616C73652C226F626675736361746564223A66616C73652C22636F6C6F72223A2267726179222C2274657874223A22756E0A202020202020616C74726F207061696F20286D616761726920636F6E20756E206D6174657269616C65227D5D2C2274657874223A22227D270A202020202D20277B226578747261223A5B7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A66616C73652C226F626675736361746564223A66616C73652C22636F6C6F72223A2267726179222C2274657874223A227069C3B90A202020202020726573697374656E746521292E227D5D2C2274657874223A22227D270A202020202D20277B226578747261223A5B7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A66616C73652C226F626675736361746564223A66616C73652C22636F6C6F72223A227768697465222C2274657874223A22227D5D2C2274657874223A22227D270A202020202D20277B226578747261223A5B7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A66616C73652C226F626675736361746564223A66616C73652C22636F6C6F72223A2267726179222C2274657874223A2241690A20202020202070696564693A227D5D2C2274657874223A22227D270A202020202D20277B226578747261223A5B7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A747275652C226F626675736361746564223A66616C73652C22636F6C6F72223A22626C7565222C2274657874223A2250756E74690A20202020202061726D61747572613A202B32227D5D2C2274657874223A22227D270A202020206174747269627574652D6D6F646966696572733A0A20202020202047454E455249435F41524D4F523A0A2020202020202D203D3D3A206F72672E62756B6B69742E6174747269627574652E4174747269627574654D6F6469666965720A2020202020202020616D6F756E743A20302E300A20202020202020206E616D653A2067656E657269632E61726D6F720A2020202020202020757569643A2037666335326437362D666565662D346436652D623462632D3766353431313231663533370A20202020202020206F7065726174696F6E3A20300A202020204974656D466C6167733A0A202020202D20484944455F415454524942555445530A202020202D20484944455F554E425245414B41424C450A20202020556E627265616B61626C653A20747275650A
inventoryseeing::1, offlineplayer, 810475756964800455554944820C6C656173745369674269747304000901F3DF6B780B0B6D6F737453696742697473040000000000000000
inventoryseeing::2, offlineplayer, 810475756964800455554944820C6C656173745369674269747304000901F3DF6B780B0B6D6F737453696742697473040000000000000000
inventoryseeing::3, offlineplayer, 810475756964800455554944820C6C656173745369674269747304936773224CA93EF30B6D6F73745369674269747304CD1DB3E873EE488F
inventoryseeing::4, offlineplayer, 810475756964800455554944820C6C656173745369674269747304936773224CA93EF30B6D6F73745369674269747304CD1DB3E873EE488F
inventoryseeing::5, offlineplayer, 810475756964800455554944820C6C656173745369674269747304936773224CA93EF30B6D6F73745369674269747304CD1DB3E873EE488F
invsee::1, offlineplayer, 810475756964800455554944820C6C656173745369674269747304936773224CA93EF30B6D6F73745369674269747304CD1DB3E873EE488F
invsee::2, offlineplayer, 810475756964800455554944820C6C656173745369674269747304936773224CA93EF30B6D6F73745369674269747304CD1DB3E873EE488F
invsee::3, offlineplayer, 810475756964800455554944820C6C656173745369674269747304936773224CA93EF30B6D6F73745369674269747304CD1DB3E873EE488F
invsee::4, offlineplayer, 810475756964800455554944820C6C656173745369674269747304936773224CA93EF30B6D6F73745369674269747304CD1DB3E873EE488F
invsee::5, offlineplayer, 810475756964800455554944820C6C656173745369674269747304936773224CA93EF30B6D6F73745369674269747304CD1DB3E873EE488F
iore._eryka_, long, 0000000000000000
iore._xedo_, long, 0000000000000091
iron_amount_mined_in_x_sec, long, 0000000000000014
item::<player>::broke::end, long, 0000000000000000
item::<player>::broke::nether, long, 0000000000000000
item::<player>::broke::overworld, long, 0000000000000000
item::<player>::crafted::end, long, 0000000000000000
item::<player>::crafted::nether, long, 0000000000000000
item::<player>::crafted::overworld, long, 0000000000000000
item::<player>::end, long, 0000000000000000
item::<player>::nether, long, 0000000000000000
item::<player>::overworld, long, 0000000000000000
item::<player>::pickup::end, long, 0000000000000000
item::<player>::pickup::nether, long, 0000000000000000
item::<player>::pickup::overworld, long, 0000000000000000
item::<player>::placed::end, long, 0000000000000000
item::<player>::placed::nether, long, 0000000000000000
item::<player>::placed::overworld, long, 0000000000000000
item::<player>::stripped::end, long, 0000000000000000
item::<player>::stripped::nether, long, 0000000000000000
item::<player>::stripped::overworld, long, 0000000000000000
item::_eryka_::broke::overworld, long, 000000000000000D
item::_xedo_::broke::end, long, 0000000000000001
item::_xedo_::broke::nether, long, 0000000000000071
item::_xedo_::broke::overworld, long, 0000000000000297
item::_xedo_::overworld, long, 000000000000004E
item::_xedo_::stripped::overworld, long, 0000000000000027
item::andr3wontilt::broke::nether, long, 0000000000000002
item::andr3wontilt::broke::overworld, long, 0000000000000002
item::andr3wontilt::overworld, long, 000000000000002A
item::eryka00::broke::overworld, long, 0000000000000001
item::xedoit::broke::nether, long, 0000000000000009
item::xedoit::broke::overworld, long, 0000000000000024
item::xedoit::overworld, long, 000000000000001F
lapis_amount_mined_in_x_sec, long, 000000000000000B
loc::_xedo_, location, 8605776F726C6480FF0000000181046E616D65208003736D70017809C0B2BF80000000000179094051000000000000017A09C0C07E40000000000570697463680800000000037961770800000000
location, location, 8605776F726C6480FF0000000181046E616D65208003736D70017809C0B44589A590312A0179094050800000000000017A0940C191EF6A230E5A05706974636808402CCF080379617708422B96D2
lore._eryka_, long, 0000000000000000
lore._xedo_, long, 000000000000000A
maintenance, boolean, 01
maintenance.reason, string, 8003626F68
medals::0, long, 0000000000000000
medals::<none>, long, 0000000000000000
medals::<player>, long, 0000000000000000
medals::_xedo_, long, 0000000000000002
medals::andr3wontilt, long, 0000000000000000
medals::eryka00, long, 0000000000000000
medals::n/a, long, 0000000000000000
medals::nd, long, 0000000000000000
medals::xedoit, long, 0000000000000000
minerals::<player>, long, 0000000000000000
minerals::<player>::amethyst_block, long, 0000000000000000
minerals::<player>::amethyst_shard, long, 0000000000000000
minerals::<player>::ancient_debris, long, 0000000000000000
minerals::<player>::broke, long, 0000000000000000
minerals::<player>::coal, long, 0000000000000000
minerals::<player>::coal_block, long, 0000000000000000
minerals::<player>::coal_ore, long, 0000000000000000
minerals::<player>::copper_ingot, long, 0000000000000000
minerals::<player>::copper_ore, long, 0000000000000000
minerals::<player>::diamond, long, 0000000000000000
minerals::<player>::diamond_block, long, 0000000000000000
minerals::<player>::diamond_ore, long, 0000000000000000
minerals::<player>::echo_shard, long, 0000000000000000
minerals::<player>::emerald, long, 0000000000000000
minerals::<player>::emerald_block, long, 0000000000000000
minerals::<player>::emerald_ore, long, 0000000000000000
minerals::<player>::flint, long, 0000000000000000
minerals::<player>::gold_block, long, 0000000000000000
minerals::<player>::gold_ingot, long, 0000000000000000
minerals::<player>::gold_nugget, long, 0000000000000000
minerals::<player>::gold_ore, long, 0000000000000000
minerals::<player>::iron_block, long, 0000000000000000
minerals::<player>::iron_ingot, long, 0000000000000000
minerals::<player>::iron_nugget, long, 0000000000000000
minerals::<player>::iron_ore, long, 0000000000000000
minerals::<player>::lapis_block, long, 0000000000000000
minerals::<player>::lapis_lazuli, long, 0000000000000000
minerals::<player>::lapis_ore, long, 0000000000000000
minerals::<player>::nether_gold_ore, long, 0000000000000000
minerals::<player>::nether_quartz_ore, long, 0000000000000000
minerals::<player>::netherite_block, long, 0000000000000000
minerals::<player>::netherite_ingot, long, 0000000000000000
minerals::<player>::netherite_scrap, long, 0000000000000000
minerals::<player>::pickup, long, 0000000000000000
minerals::<player>::placed, long, 0000000000000000
minerals::<player>::quartz, long, 0000000000000000
minerals::<player>::raw_copper, long, 0000000000000000
minerals::<player>::raw_copper_block, long, 0000000000000000
minerals::<player>::raw_gold, long, 0000000000000000
minerals::<player>::raw_gold_block, long, 0000000000000000
minerals::<player>::raw_iron, long, 0000000000000000
minerals::<player>::raw_iron_block, long, 0000000000000000
minerals::<player>::redstone_block, long, 0000000000000000
minerals::<player>::redstone_ore, long, 0000000000000000
minutes, long, 0000000000000003
minutes::_xedo_, long, 000000000000000A
minutes::_xedo_::archive, long, 000000000000001F
minutes::andr3wontilt, long, 000000000000000D
minutes::xedoit::archive, long, 0000000000000002
mobs::<player>, long, 0000000000000000
mobs::<player>::arrow, long, 0000000000000000
mobs::<player>::blaze_rod, long, 0000000000000000
mobs::<player>::bone, long, 0000000000000000
mobs::<player>::creeper_head, long, 0000000000000000
mobs::<player>::dragon_head, long, 0000000000000000
mobs::<player>::egg, long, 0000000000000000
mobs::<player>::ender_pearl, long, 0000000000000000
mobs::<player>::feather, long, 0000000000000000
mobs::<player>::glow_ink_sac, long, 0000000000000000
mobs::<player>::gunpowder, long, 0000000000000000
mobs::<player>::ink_sac, long, 0000000000000000
mobs::<player>::leather, long, 0000000000000000
mobs::<player>::magma_cream, long, 0000000000000000
mobs::<player>::nether_star, long, 0000000000000000
mobs::<player>::phantom_membrane, long, 0000000000000000
mobs::<player>::pickup, long, 0000000000000000
mobs::<player>::prismarine_crystals, long, 0000000000000000
mobs::<player>::prismarine_shard, long, 0000000000000000
mobs::<player>::rabbit_hide, long, 0000000000000000
mobs::<player>::rotten_flesh, long, 0000000000000000
mobs::<player>::scute, long, 0000000000000000
mobs::<player>::skeleton_skull, long, 0000000000000000
mobs::<player>::slime_ball, long, 0000000000000000
mobs::<player>::snowball, long, 0000000000000000
mobs::<player>::spider_eye, long, 0000000000000000
mobs::<player>::string, long, 0000000000000000
mobs::<player>::totem_of_undying, long, 0000000000000000
mobs::<player>::tropical_fish, long, 0000000000000000
mobs::<player>::wither_skeleton_skull, long, 0000000000000000
mobs::<player>::zombie_head, long, 0000000000000000
nether_amount_mined_in_x_sec, long, 0000000000000003
nore._eryka_, long, 0000000000000000
nore._xedo_, long, 0000000000000000
noswap, itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D44617461880B626C6F636B56616C756573800E4E6577426C6F636B56616C7565738209697344656661756C740F01046461746120800D6D696E6563726166743A616972076973416C6961730F0105706C61696E0F00046D65746100096974656D466C61677303000000000A6973416E797468696E670F000269640300000000086974656D466F726D0F0006616D6F756E7403FFFFFFFF046974656D000A676C6F62616C4D6574610005626C6F636B00
noswap::_xedo_, itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D44617461880B626C6F636B56616C756573800E4E6577426C6F636B56616C7565738209697344656661756C740F01046461746120800D6D696E6563726166743A616972076973416C6961730F0105706C61696E0F00046D65746100096974656D466C61677303000000000A6973416E797468696E670F000269640300000000086974656D466F726D0F0006616D6F756E7403FFFFFFFF046974656D000A676C6F62616C4D6574610005626C6F636B00
obf.name, string, 8016C2A7385BC2A765446973617474697661746FC2A7385D
offcore::_eryka_, long, 0000000000000000
offcore::_xedo_, long, 0000000000000000
offdcore::_eryka_, long, 0000000000000000
offdcore::_xedo_, long, 0000000000000000
offddore::_eryka_, long, 0000000000000000
offddore::_xedo_, long, 0000000000000000
offdeore::_eryka_, long, 0000000000000000
offdeore::_xedo_, long, 0000000000000000
offdgore::_eryka_, long, 0000000000000000
offdgore::_xedo_, long, 0000000000000000
offdiore::_eryka_, long, 0000000000000000
offdiore::_xedo_, long, 0000000000000000
offdore::_eryka_, long, 0000000000000000
offdore::_xedo_, long, 0000000000000000
offeore::_eryka_, long, 0000000000000000
offeore::_xedo_, long, 0000000000000000
offgore::_eryka_, long, 0000000000000000
offgore::_xedo_, long, 0000000000000000
offiore::_eryka_, long, 0000000000000000
offiore::_xedo_, long, 0000000000000000
offnore._eryka_, long, 0000000000000000
offnore._xedo_, long, 0000000000000000
orealerts.name, string, 8018C2A7375BC2A761E29C94204162696C697461746FC2A7375D
players.online, long, 0000000000000000
points::0, double, 40169B9C19393216
points::0::rank, string, 800EC2A737C2A76C4E65757472616C65
points::0::rankprefix, string, 800FC2A7385BC2A737C2A76C4EC2A7385D
points::<none>, double, C009A4D7A65AE0D4
points::<none>::rank, string, 800EC2A737C2A76C4E65757472616C65
points::<none>::rankprefix, string, 800FC2A7385BC2A737C2A76C4EC2A7385D
points::<player>, long, 0000000000000000
points::<player>::idle, boolean, 01
points::<player>::rank, string, 800EC2A737C2A76C4E65757472616C65
points::<player>::rankprefix, string, 800FC2A7385BC2A737C2A76C4EC2A7385D
points::_eryka_, double, 4006F79DE2D54ADE
points::_eryka_::effect, string, 8058C2A7374E6F6E20686169206E657373756E206566666574746F207065726368C3A920736569206E65757472616C65C2A7372E0A43616D626961207265707574617A696F6E6520706572206F7474656E65726E6520756E6F2E
points::_eryka_::rank, string, 800EC2A737C2A76C4E65757472616C65
points::_eryka_::rankprefix, string, 800FC2A7385BC2A737C2A76C4EC2A7385D
points::_xedo_, double, 409EFF7FD44A55D9
points::_xedo_::effect, string, 8058C2A7374E6F6E20686169206E657373756E206566666574746F207065726368C3A920736569206E65757472616C65C2A7372E0A43616D626961207265707574617A696F6E6520706572206F7474656E65726E6520756E6F2E
points::_xedo_::rank, string, 800EC2A737C2A76C4E65757472616C65
points::_xedo_::rankprefix, string, 800FC2A7385BC2A737C2A76C4EC2A7385D
points::andr3wontilt, double, C034894EA5CA5480
points::andr3wontilt::effect, string, 8058C2A7374E6F6E20686169206E657373756E206566666574746F207065726368C3A920736569206E65757472616C65C2A7372E0A43616D626961207265707574617A696F6E6520706572206F7474656E65726E6520756E6F2E
points::andr3wontilt::rank, string, 800EC2A737C2A76C4E65757472616C65
points::andr3wontilt::rankprefix, string, 800FC2A7385BC2A737C2A76C4EC2A7385D
points::entity:0a038b6a-3e37-4f53-a0e5-4e8c7ce7dc68, double, BFFC8962A7EA3135
points::entity:0add97f5-826f-492c-96a3-930b358be3dd, double, 400137DA52594F62
points::entity:0bab89a1-3786-4672-9a1e-9a3032252320, double, 40159FF4BB3D5F96
points::entity:0c1b9d33-dfc0-4540-9453-dd6f10b79207, double, BFFCF0216D4B54D2
points::entity:0c88f512-23b4-43df-b077-7686259c6892, double, BFFF2F90B96FF3B3
points::entity:0cb3b5f1-c425-4f7c-b5cd-cd78acd3c03f, double, BFC324C2574299FF
points::entity:0e43fc22-d22e-441f-87b8-37e7aa175d6a, double, BFF2861DFC38986A
points::entity:0e174dda-1557-422a-9e91-20d8d050fc90, double, 3FFF3674898CF2EA
points::entity:0e790b6d-6dbf-4f67-a6aa-c758d6707262, double, 4030110CDD70C12E
points::entity:0ee1ca88-eb2a-4dcb-b434-9b81becdd984, double, BFF070F7714C4C5A
points::entity:0fff820e-8b02-4314-b11a-3f2c3df85271, double, 400453B9DAAAB62C
points::entity:1a2d7aa4-45f5-468e-963b-bf89a21496f8, double, BFF3E4BEEC9B9B96
points::entity:1a2f5db0-008f-4268-8ecb-d4ce578a4d52, double, 4004EB29C36FC55E
points::entity:1f6c7a9d-ce93-44cc-bd3d-53ab11d2dd1e, double, 4018E713C6421D7A
points::entity:2a6b6c38-c9bc-4cd2-979e-866224efe577, double, BFE417CA15372C00
points::entity:2a14ef25-a864-495a-9bab-c7391ffe3ea8, double, BFE5B5A347AE77D3
points::entity:2ae70305-fbb1-4103-99a1-9f18d7c11cce, double, 3FFA95A194AC8961
points::entity:2b640647-7e5d-4e1c-9c3d-790c9331125c, double, 400771B15FD37634
points::entity:2bf55f73-711b-46b6-9f38-80df90f56bf1, double, C000625DB4D46478
points::entity:2c6b6a7d-a373-497f-9a4e-bba47f8ea695, double, 40064433542D325B
points::entity:2cd68a04-6025-4d80-8470-721124ec9d98, double, C003EF8CBC4D59FB
points::entity:2d6a559f-9cd4-4772-811a-a9b258a2c976, double, BFF76E40ED1DA592
points::entity:2d419ad5-fafe-4559-953c-c5d7a14c7006, double, 4007759A113E1320
points::entity:2e879d8a-3850-4ad6-bb2e-736bd58da19a, double, BFF50FDAA6B6C5BD
points::entity:2ea29b42-cd24-4361-a5ed-3c0221a1f7ad, double, 3FFBCF3759AC294C
points::entity:2eb0dfde-52be-4d88-abbb-0f0f600fee1e, double, BFFB233E6FBEC2FC
points::entity:2fb83465-cff8-451c-92bf-06a8754ed65a, double, BFCDEAA85363A752
points::entity:3a57b7cc-b71e-4dde-8146-f561b6392947, double, BFFB6C3BA78CFA07
points::entity:3c5a16dc-8a5c-439b-9fe8-3aaf6ba4b18e, double, 4017FF45AC00C584
